Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-15004.847, 146448.3001)","(-14985.9796, 146452.4017)",61.161,23.2,295453.12,114884.53,443179.69,221589.84,114884.53
"(-15004.847, 146448.3001)","(-15006.1572, 146447.7433)",68.997,21.5,333307.74,129603.99,499961.6,249980.8,129603.99
"(-15004.847, 146448.3001)","(-15068.3471, 146421.3126)",56.796,18.2,274368.45,106685.93,411552.67,205776.33,106685.93
"(-15004.847, 146448.3001)","(-14895.3092, 146472.1127)",36.924,18.2,178372.76,69358.79,267559.14,133779.57,69358.79
"(-15395.0593, 147029.9924)","(-15411.6487, 146987.1032)",48.706,25.8,366004.33,130715.83,549006.5,274503.25,130715.83
"(-15395.0593, 147029.9924)","(-15423.6344, 147087.1424)",63.896,25.8,480144.14,171480.05,720216.21,360108.11,171480.05
"(-14934.8857, 146791.7556)","(-14824.5886, 146627.0693)",50.097,19.3,242007.47,94102.63,363011.21,181505.61,94102.63
"(-14934.8857, 146791.7556)","(-14957.7723, 146864.7807)",65.459,18.2,316218.49,122958.98,474327.74,237163.87,122958.98
"(-14381.3646, 146330.1981)","(-14333.9174, 146411.9651)",20.949,18.2,101200.85,39351.12,151801.28,75900.64,39351.12
"(-14381.3646, 146330.1981)","(-14529.6702, 146306.5294)",56.569,18.2,273273.31,106260.09,409909.96,204954.98,106260.09
"(-15097.5534, 146771.587)","(-15056.0613, 146719.7491)",80.512,19.8,388935.93,151234.56,583403.89,291701.95,151234.56
"(-15097.5534, 146771.587)","(-15018.0974, 146840.9682)",57.158,18.2,276115.29,107365.18,414172.94,207086.47,107365.18
"(-15248.6659, 146182.5508)","(-15267.1555, 146112.4075)",79.063,21.5,381934.18,148511.98,572901.27,286450.63,148511.98
"(-15248.6659, 146182.5508)","(-15225.3045, 146317.537)",103.073,21.5,497919.91,193612.09,746879.87,373439.94,193612.09
"(-13857.902, 145482.7554)","(-13994.4545, 145489.1769)",72.817,18.2,351759.5,136778.81,527639.25,263819.63,136778.81
"(-13857.902, 145482.7554)","(-13854.5399, 145532.9149)",65.247,18.2,315190.17,122559.12,472785.26,236392.63,122559.12
"(-13784.1085, 146314.1284)","(-13816.0853, 146267.7428)",59.5,17.1,287428.78,111764.33,431143.17,215571.59,111764.33
"(-13784.1085, 146314.1284)","(-13771.3795, 146374.6099)",64.824,17.1,313147.61,121764.89,469721.41,234860.71,121764.89
"(-13392.7905, 146645.3571)","(-13345.4341, 146644.9905)",53.913,21.4,260441.57,101270.58,390662.36,195331.18,101270.58
"(-13392.7905, 146645.3571)","(-13399.1605, 146660.2333)",60.344,21.4,291505.94,113349.7,437258.92,218629.46,113349.7
"(-15204.7673, 146093.2992)","(-15154.5597, 146159.0077)",63.648,21.5,307467.34,119556.16,461201.01,230600.51,119556.16
"(-15204.7673, 146093.2992)","(-15256.1733, 146061.7306)",54.007,21.5,260894.61,101446.74,391341.92,195670.96,101446.74
"(-15292.8237, 145882.5389)","(-15245.5376, 145986.6579)",54.858,19.8,265005.69,103045.3,397508.54,198754.27,103045.3
"(-15292.8237, 145882.5389)","(-15232.5263, 145844.7059)",107.637,21.5,519970.33,202186.22,779955.5,389977.75,202186.22
"(-14114.3551, 146385.8468)","(-14075.9576, 146418.497)",64.989,18.2,313948.19,122076.19,470922.29,235461.14,122076.19
"(-14114.3551, 146385.8468)","(-14175.4321, 146400.3018)",58.95,18.2,284773.96,110732.03,427160.94,213580.47,110732.03
"(-14464.5468, 145575.303)","(-14370.7758, 145618.4563)",56.955,16.4,275136.58,106984.61,412704.87,206352.44,106984.61
"(-14464.5468, 145575.303)","(-14527.3723, 145628.1695)",52.191,16.4,252123.58,98036.2,378185.38,189092.69,98036.2
"(-15358.1451, 146280.8296)","(-15370.2043, 146367.2407)",90.786,19.4,438562.89,170531.6,657844.34,328922.17,170531.6
"(-15358.1451, 146280.8296)","(-15380.9306, 146181.943)",101.486,19.4,490253.66,190631.13,735380.49,367690.25,190631.13
"(-14788.2223, 146386.4958)","(-14790.0579, 146378.7783)",44.422,23.2,214593.13,83442.79,321889.7,160944.85,83442.79
"(-14788.2223, 146386.4958)","(-14778.634, 146426.8089)",51.855,23.2,250496.88,97403.67,375745.32,187872.66,97403.67
"(-15254.5197, 146778.7627)","(-15199.9308, 146765.2529)",87.658,16.6,423456.34,164657.54,635184.51,317592.26,164657.54
"(-15254.5197, 146778.7627)","(-15262.5526, 146770.9846)",69.77,16.6,337043.03,131056.43,505564.55,252782.28,131056.43
