variable,coefficient,type,prefix,width,edge,period
C_node1node13_timber_t0,1298.0,B,C,timber,,0
C_node1node13_timber_t1,1092.88,B,C,timber,,1
C_node1node13_timber_t2,774.76,B,C,timber,,2
C_node1node13_timber_t3,549.24,B,C,timber,,3
C_node1node13_timber_t4,389.37,B,C,timber,,4
C_node1node13_timber_t5,276.03,B,C,timber,,5
C_node1node13_wide_t0,1946.0,B,C,wide,,0
C_node1node13_wide_t1,1638.48,B,C,wide,,1
C_node1node13_wide_t2,1161.55,B,C,wide,,2
C_node1node13_wide_t3,823.44,B,C,wide,,3
C_node1node13_wide_t4,583.75,B,C,wide,,4
C_node1node13_wide_t5,413.83,B,C,wide,,5
C_node1node6_timber_t0,1004.0,B,C,timber,,0
C_node1node6_timber_t1,845.34,B,C,timber,,1
C_node1node6_timber_t2,599.28,B,C,timber,,2
C_node1node6_timber_t3,424.84,B,C,timber,,3
C_node1node6_timber_t4,301.18,B,C,timber,,4
C_node1node6_timber_t5,213.51,B,C,timber,,5
C_node1node6_wide_t0,1508.0,B,C,wide,,0
C_node1node6_wide_t1,1269.7,B,C,wide,,1
C_node1node6_wide_t2,900.11,B,C,wide,,2
C_node1node6_wide_t3,638.11,B,C,wide,,3
C_node1node6_wide_t4,452.37,B,C,wide,,4
C_node1node6_wide_t5,320.69,B,C,wide,,5
C_node1node3_timber_t0,1907.0,B,C,timber,,0
C_node1node3_timber_t1,1605.64,B,C,timber,,1
C_node1node3_timber_t2,1138.27,B,C,timber,,2
C_node1node3_timber_t3,806.94,B,C,timber,,3
C_node1node3_timber_t4,572.06,B,C,timber,,4
C_node1node3_timber_t5,405.54,B,C,timber,,5
C_node1node3_wide_t0,2860.0,B,C,wide,,0
C_node1node3_wide_t1,2408.04,B,C,wide,,1
C_node1node3_wide_t2,1707.11,B,C,wide,,2
C_node1node3_wide_t3,1210.2,B,C,wide,,3
C_node1node3_wide_t4,857.93,B,C,wide,,4
C_node1node3_wide_t5,608.21,B,C,wide,,5
C_node1node18_timber_t0,0.0,B,C,timber,,0
C_node1node18_timber_t1,0.0,B,C,timber,,1
C_node1node18_timber_t2,0.0,B,C,timber,,2
C_node1node18_timber_t3,0.0,B,C,timber,,3
C_node1node18_timber_t4,0.0,B,C,timber,,4
C_node1node18_timber_t5,0.0,B,C,timber,,5
C_node1node18_wide_t0,0.0,B,C,wide,,0
C_node1node18_wide_t1,0.0,B,C,wide,,1
C_node1node18_wide_t2,0.0,B,C,wide,,2
C_node1node18_wide_t3,0.0,B,C,wide,,3
C_node1node18_wide_t4,0.0,B,C,wide,,4
C_node1node18_wide_t5,0.0,B,C,wide,,5
C_node2node10_timber_t0,282.0,B,C,timber,,0
C_node2node10_timber_t1,237.44,B,C,timber,,1
C_node2node10_timber_t2,168.32,B,C,timber,,2
C_node2node10_timber_t3,119.33,B,C,timber,,3
C_node2node10_timber_t4,84.59,B,C,timber,,4
C_node2node10_timber_t5,59.97,B,C,timber,,5
C_node2node10_wide_t0,424.0,B,C,wide,,0
C_node2node10_wide_t1,357.0,B,C,wide,,1
C_node2node10_wide_t2,253.08,B,C,wide,,2
C_node2node10_wide_t3,179.41,B,C,wide,,3
C_node2node10_wide_t4,127.19,B,C,wide,,4
C_node2node10_wide_t5,90.17,B,C,wide,,5
C_node2node7_timber_t0,5272.0,B,C,timber,,0
C_node2node7_timber_t1,4438.88,B,C,timber,,1
C_node2node7_timber_t2,3146.81,B,C,timber,,2
C_node2node7_timber_t3,2230.83,B,C,timber,,3
C_node2node7_timber_t4,1581.48,B,C,timber,,4
C_node2node7_timber_t5,1121.14,B,C,timber,,5
C_node2node7_wide_t0,7909.0,B,C,wide,,0
C_node2node7_wide_t1,6659.17,B,C,wide,,1
C_node2node7_wide_t2,4720.81,B,C,wide,,2
C_node2node7_wide_t3,3346.67,B,C,wide,,3
C_node2node7_wide_t4,2372.52,B,C,wide,,4
C_node2node7_wide_t5,1681.92,B,C,wide,,5
C_node2node11_timber_t0,1565.0,B,C,timber,,0
C_node2node11_timber_t1,1317.69,B,C,timber,,1
C_node2node11_timber_t2,934.13,B,C,timber,,2
C_node2node11_timber_t3,662.23,B,C,timber,,3
C_node2node11_timber_t4,469.46,B,C,timber,,4
C_node2node11_timber_t5,332.81,B,C,timber,,5
C_node2node11_wide_t0,2347.0,B,C,wide,,0
C_node2node11_wide_t1,1976.11,B,C,wide,,1
C_node2node11_wide_t2,1400.9,B,C,wide,,2
C_node2node11_wide_t3,993.13,B,C,wide,,3
C_node2node11_wide_t4,704.05,B,C,wide,,4
C_node2node11_wide_t5,499.11,B,C,wide,,5
C_node3node4_timber_t0,3109.0,B,C,timber,,0
C_node3node4_timber_t1,2617.69,B,C,timber,,1
C_node3node4_timber_t2,1855.73,B,C,timber,,2
C_node3node4_timber_t3,1315.56,B,C,timber,,3
C_node3node4_timber_t4,932.63,B,C,timber,,4
C_node3node4_timber_t5,661.16,B,C,timber,,5
C_node3node4_wide_t0,4664.0,B,C,wide,,0
C_node3node4_wide_t1,3926.96,B,C,wide,,1
C_node3node4_wide_t2,2783.9,B,C,wide,,2
C_node3node4_wide_t3,1973.56,B,C,wide,,3
C_node3node4_wide_t4,1399.09,B,C,wide,,4
C_node3node4_wide_t5,991.84,B,C,wide,,5
C_node3node5_timber_t0,2346.0,B,C,timber,,0
C_node3node5_timber_t1,1975.27,B,C,timber,,1
C_node3node5_timber_t2,1400.31,B,C,timber,,2
C_node3node5_timber_t3,992.7,B,C,timber,,3
C_node3node5_timber_t4,703.75,B,C,timber,,4
C_node3node5_timber_t5,498.9,B,C,timber,,5
C_node3node5_wide_t0,3520.0,B,C,wide,,0
C_node3node5_wide_t1,2963.75,B,C,wide,,1
C_node3node5_wide_t2,2101.05,B,C,wide,,2
C_node3node5_wide_t3,1489.48,B,C,wide,,3
C_node3node5_wide_t4,1055.92,B,C,wide,,4
C_node3node5_wide_t5,748.56,B,C,wide,,5
C_node3node18_timber_t0,0.0,B,C,timber,,0
C_node3node18_timber_t1,0.0,B,C,timber,,1
C_node3node18_timber_t2,0.0,B,C,timber,,2
C_node3node18_timber_t3,0.0,B,C,timber,,3
C_node3node18_timber_t4,0.0,B,C,timber,,4
C_node3node18_timber_t5,0.0,B,C,timber,,5
C_node3node18_wide_t0,0.0,B,C,wide,,0
C_node3node18_wide_t1,0.0,B,C,wide,,1
C_node3node18_wide_t2,0.0,B,C,wide,,2
C_node3node18_wide_t3,0.0,B,C,wide,,3
C_node3node18_wide_t4,0.0,B,C,wide,,4
C_node3node18_wide_t5,0.0,B,C,wide,,5
C_node3node19_timber_t0,0.0,B,C,timber,,0
C_node3node19_timber_t1,0.0,B,C,timber,,1
C_node3node19_timber_t2,0.0,B,C,timber,,2
C_node3node19_timber_t3,0.0,B,C,timber,,3
C_node3node19_timber_t4,0.0,B,C,timber,,4
C_node3node19_timber_t5,0.0,B,C,timber,,5
C_node3node19_wide_t0,0.0,B,C,wide,,0
C_node3node19_wide_t1,0.0,B,C,wide,,1
C_node3node19_wide_t2,0.0,B,C,wide,,2
C_node3node19_wide_t3,0.0,B,C,wide,,3
C_node3node19_wide_t4,0.0,B,C,wide,,4
C_node3node19_wide_t5,0.0,B,C,wide,,5
C_node4node5_timber_t0,1447.0,B,C,timber,,0
C_node4node5_timber_t1,1218.34,B,C,timber,,1
C_node4node5_timber_t2,863.7,B,C,timber,,2
C_node4node5_timber_t3,612.29,B,C,timber,,3
C_node4node5_timber_t4,434.07,B,C,timber,,4
C_node4node5_timber_t5,307.72,B,C,timber,,5
C_node4node5_wide_t0,2168.0,B,C,wide,,0
C_node4node5_wide_t1,1825.4,B,C,wide,,1
C_node4node5_wide_t2,1294.06,B,C,wide,,2
C_node4node5_wide_t3,917.38,B,C,wide,,3
C_node4node5_wide_t4,650.35,B,C,wide,,4
C_node4node5_wide_t5,461.05,B,C,wide,,5
C_node4node8_timber_t0,4067.0,B,C,timber,,0
C_node4node8_timber_t1,3424.3,B,C,timber,,1
C_node4node8_timber_t2,2427.55,B,C,timber,,2
C_node4node8_timber_t3,1720.94,B,C,timber,,3
C_node4node8_timber_t4,1220.01,B,C,timber,,4
C_node4node8_timber_t5,864.89,B,C,timber,,5
C_node4node8_wide_t0,6100.0,B,C,wide,,0
C_node4node8_wide_t1,5136.04,B,C,wide,,1
C_node4node8_wide_t2,3641.03,B,C,wide,,2
C_node4node8_wide_t3,2581.2,B,C,wide,,3
C_node4node8_wide_t4,1829.86,B,C,wide,,4
C_node4node8_wide_t5,1297.22,B,C,wide,,5
C_node4node18_timber_t0,0.0,B,C,timber,,0
C_node4node18_timber_t1,0.0,B,C,timber,,1
C_node4node18_timber_t2,0.0,B,C,timber,,2
C_node4node18_timber_t3,0.0,B,C,timber,,3
C_node4node18_timber_t4,0.0,B,C,timber,,4
C_node4node18_timber_t5,0.0,B,C,timber,,5
C_node4node18_wide_t0,0.0,B,C,wide,,0
C_node4node18_wide_t1,0.0,B,C,wide,,1
C_node4node18_wide_t2,0.0,B,C,wide,,2
C_node4node18_wide_t3,0.0,B,C,wide,,3
C_node4node18_wide_t4,0.0,B,C,wide,,4
C_node4node18_wide_t5,0.0,B,C,wide,,5
C_node4node19_timber_t0,0.0,B,C,timber,,0
C_node4node19_timber_t1,0.0,B,C,timber,,1
C_node4node19_timber_t2,0.0,B,C,timber,,2
C_node4node19_timber_t3,0.0,B,C,timber,,3
C_node4node19_timber_t4,0.0,B,C,timber,,4
C_node4node19_timber_t5,0.0,B,C,timber,,5
C_node4node19_wide_t0,0.0,B,C,wide,,0
C_node4node19_wide_t1,0.0,B,C,wide,,1
C_node4node19_wide_t2,0.0,B,C,wide,,2
C_node4node19_wide_t3,0.0,B,C,wide,,3
C_node4node19_wide_t4,0.0,B,C,wide,,4
C_node4node19_wide_t5,0.0,B,C,wide,,5
C_node5node15_timber_t0,4216.0,B,C,timber,,0
C_node5node15_timber_t1,3549.76,B,C,timber,,1
C_node5node15_timber_t2,2516.49,B,C,timber,,2
C_node5node15_timber_t3,1783.99,B,C,timber,,3
C_node5node15_timber_t4,1264.7,B,C,timber,,4
C_node5node15_timber_t5,896.57,B,C,timber,,5
C_node5node15_wide_t0,6324.0,B,C,wide,,0
C_node5node15_wide_t1,5324.64,B,C,wide,,1
C_node5node15_wide_t2,3774.74,B,C,wide,,2
C_node5node15_wide_t3,2675.98,B,C,wide,,3
C_node5node15_wide_t4,1897.05,B,C,wide,,4
C_node5node15_wide_t5,1344.86,B,C,wide,,5
C_node5node19_timber_t0,0.0,B,C,timber,,0
C_node5node19_timber_t1,0.0,B,C,timber,,1
C_node5node19_timber_t2,0.0,B,C,timber,,2
C_node5node19_timber_t3,0.0,B,C,timber,,3
C_node5node19_timber_t4,0.0,B,C,timber,,4
C_node5node19_timber_t5,0.0,B,C,timber,,5
C_node5node19_wide_t0,0.0,B,C,wide,,0
C_node5node19_wide_t1,0.0,B,C,wide,,1
