arc,type
node17node49,source_in_transit_out
node24node49,source_in_transit_out
node26node49,source_in_transit_out
node28node49,source_in_transit_out
node27node49,source_in_transit_out
node3node50,source_in_transit_out
node13node50,source_in_transit_out
node23node50,source_in_transit_out
node16node50,source_in_transit_out
node8node50,source_in_transit_out
node4node50,source_in_transit_out
node22node50,source_in_transit_out
node15node50,source_in_transit_out
node11node50,source_in_transit_out
node19node50,source_in_transit_out
node3node51,source_in_transit_out
node10node51,source_in_transit_out
node14node51,source_in_transit_out
node21node51,source_in_transit_out
node22node51,source_in_transit_out
node21node52,source_in_transit_out
node29node52,source_in_transit_out
node14node52,source_in_transit_out
node5node52,source_in_transit_out
node16node53,source_in_transit_out
node4node53,source_in_transit_out
node30node53,source_in_transit_out
node24node54,source_in_transit_out
node17node54,source_in_transit_out
node2node54,source_in_transit_out
node49node28,source_out_transit_in
node49node26,source_out_transit_in
node49node17,source_out_transit_in
node49node24,source_out_transit_in
node49node27,source_out_transit_in
node50node11,source_out_transit_in
node50node3,source_out_transit_in
node50node8,source_out_transit_in
node50node13,source_out_transit_in
node50node19,source_out_transit_in
node50node16,source_out_transit_in
node50node15,source_out_transit_in
node50node22,source_out_transit_in
node50node4,source_out_transit_in
node50node23,source_out_transit_in
node51node10,source_out_transit_in
node51node21,source_out_transit_in
node51node22,source_out_transit_in
node51node14,source_out_transit_in
node51node3,source_out_transit_in
node52node29,source_out_transit_in
node52node21,source_out_transit_in
node52node5,source_out_transit_in
node52node14,source_out_transit_in
node53node30,source_out_transit_in
node53node4,source_out_transit_in
node53node16,source_out_transit_in
node54node2,source_out_transit_in
node54node17,source_out_transit_in
node54node24,source_out_transit_in
node25node1,exit_in_transit_out
node34node1,exit_in_transit_out
node7node31,exit_in_transit_out
node44node31,exit_in_exit_out
node36node31,exit_in_exit_out
node2node33,exit_in_transit_out
node44node33,exit_in_exit_out
node28node35,exit_in_transit_out
node7node35,exit_in_transit_out
node26node36,exit_in_transit_out
node31node36,exit_in_exit_out
node9node37,exit_in_transit_out
node38node37,exit_in_exit_out
node37node38,exit_in_exit_out
node18node38,exit_in_transit_out
node9node39,exit_in_transit_out
node32node39,exit_in_transit_out
node32node40,exit_in_transit_out
node19node40,exit_in_transit_out
node12node41,exit_in_transit_out
node20node41,exit_in_transit_out
node18node42,exit_in_transit_out
node43node42,exit_in_exit_out
node25node43,exit_in_transit_out
node42node43,exit_in_exit_out
node33node44,exit_in_exit_out
node31node44,exit_in_exit_out
node34node45,exit_in_transit_out
node46node45,exit_in_exit_out
node10node46,exit_in_transit_out
node45node46,exit_in_exit_out
node30node47,exit_in_transit_out
node6node47,exit_in_transit_out
node6node48,exit_in_transit_out
node12node48,exit_in_transit_out
node1node34,exit_out_transit_in
node1node25,exit_out_transit_in
node31node7,exit_out_transit_in
node33node2,exit_out_transit_in
node35node7,exit_out_transit_in
node35node28,exit_out_transit_in
node36node26,exit_out_transit_in
node37node9,exit_out_transit_in
node38node18,exit_out_transit_in
node39node9,exit_out_transit_in
node39node32,exit_out_transit_in
node40node19,exit_out_transit_in
node40node32,exit_out_transit_in
node41node12,exit_out_transit_in
node41node20,exit_out_transit_in
node42node18,exit_out_transit_in
node43node25,exit_out_transit_in
node45node34,exit_out_transit_in
node46node10,exit_out_transit_in
node47node6,exit_out_transit_in
node47node30,exit_out_transit_in
node48node12,exit_out_transit_in
node48node6,exit_out_transit_in
node17node24,transit_in_transit_out
node2node24,transit_in_transit_out
node26node24,transit_in_transit_out
node29node14,transit_in_transit_out
node21node14,transit_in_transit_out
node3node14,transit_in_transit_out
node18node14,transit_in_transit_out
node29node25,transit_in_transit_out
node7node12,transit_in_transit_out
node14node21,transit_in_transit_out
node10node21,transit_in_transit_out
node5node21,transit_in_transit_out
node8node4,transit_in_transit_out
node16node4,transit_in_transit_out
node30node4,transit_in_transit_out
node14node18,transit_in_transit_out
node27node28,transit_in_transit_out
node26node28,transit_in_transit_out
node4node30,transit_in_transit_out
node16node30,transit_in_transit_out
node27node20,transit_in_transit_out
node8node20,transit_in_transit_out
node22node3,transit_in_transit_out
node11node3,transit_in_transit_out
node14node3,transit_in_transit_out
node12node7,transit_in_transit_out
node5node34,transit_in_transit_out
node32node6,transit_in_transit_out
node22node10,transit_in_transit_out
node21node10,transit_in_transit_out
node15node23,transit_in_transit_out
node22node23,transit_in_transit_out
node13node23,transit_in_transit_out
node3node22,transit_in_transit_out
node23node22,transit_in_transit_out
node10node22,transit_in_transit_out
node17node27,transit_in_transit_out
node20node27,transit_in_transit_out
node28node27,transit_in_transit_out
node24node2,transit_in_transit_out
node17node2,transit_in_transit_out
node29node5,transit_in_transit_out
node21node5,transit_in_transit_out
node34node5,transit_in_transit_out
node5node29,transit_in_transit_out
node25node29,transit_in_transit_out
node14node29,transit_in_transit_out
node19node11,transit_in_transit_out
node9node11,transit_in_transit_out
node3node11,transit_in_transit_out
node13node15,transit_in_transit_out
node23node15,transit_in_transit_out
node28node26,transit_in_transit_out
node24node26,transit_in_transit_out
node24node17,transit_in_transit_out
node2node17,transit_in_transit_out
node27node17,transit_in_transit_out
node4node8,transit_in_transit_out
node20node8,transit_in_transit_out
node13node8,transit_in_transit_out
node11node9,transit_in_transit_out
node19node16,transit_in_transit_out
node30node16,transit_in_transit_out
node4node16,transit_in_transit_out
node6node32,transit_in_transit_out
node16node19,transit_in_transit_out
node11node19,transit_in_transit_out
node15node13,transit_in_transit_out
node8node13,transit_in_transit_out
node23node13,transit_in_transit_out
