edgelength,slope
9.607212908026261,36.1338
15.11260884492676,36.1338
12.606715605984283,36.1338
9.381423330178245,36.1338
3.411523076282989,36.1338
4.252805644507808,36.1338
4.27984063371207,36.1338
2.8207814839205607,36.1338
4.317755070633322,36.1338
1.3452280401490169,36.1338
3.2388376140234625,36.1338
1.6639130536204967,36.1338
1.1539545441574457,36.1338
3.315748084521506,36.1338
5.867730958394914,36.1338
6.703065549422087,36.1338
6.738151432706298,36.1338
5.920151790285858,36.1338
5.946343619399473,36.1338
6.53196551735487,36.1338
6.5954849541235046,36.1338
19.489939232848226,36.1338
8.555343767489113,36.1338
10.83470364799892,36.1338
4.462367445647267,36.1338
1.366338464658039,36.1338
5.876337677499591,36.1338
19.12486428709868,36.1338
17.859420000102922,36.1338
22.89533380428057,36.1338
9.557978326512442,36.1338
9.290558564486702,36.1338
36.35542002893061,36.1338
34.09562392945979,36.1338
34.30671740768972,36.1338
29.134349879484727,36.1338
32.30326772726426,36.1338
24.31440385799479,36.1338
16.973105109253485,36.1338
25.255816225162448,36.1338
22.027763324727882,36.1338
13.046013191787694,36.1338
23.63733782324219,36.1338
19.84372000003889,36.1338
26.334146993771647,36.1338
28.83511777833622,36.1338
13.75966732336139,36.1338
20.44513700247043,25.0566
34.49399900054845,25.0566
41.5037338782936,25.0566
22.380256950493052,25.0566
18.919209850828306,25.0566
25.53269095121333,25.0566
20.60098719794906,25.0566
2.6459000000031665,25.0566
10.848766481035737,25.0566
13.636250221380925,25.0566
22.808374020966202,25.0566
6.150350768858143,25.0566
10.941940271270576,25.0566
14.506035435298582,25.0566
3.7037456297562477,25.0566
0.638929017974986,25.0566
1.526972301639158,25.0566
1.256800143216796,25.0566
2.905192773287428,25.0566
1.5901149895629783,25.0566
0.735413604713884,25.0566
1.8458850803784608,25.0566
2.2980734561874865,25.0566
3.370627742722719,25.0566
4.567084098201123,25.0566
1.9330360782833305,25.0566
1.1633058282414588,25.0566
1.6202202473844318,25.0566
2.546595060076568,25.0566
2.996279234313828,25.0566
2.0239015637946376,25.0566
0.8244476453962807,25.0566
2.8406905252156402,25.0566
1.7621029056176425,25.0566
2.4186806837728376,25.0566
1.3840141762255331,25.0566
2.8630795483022236,25.0566
3.025150528484537,25.0566
1.1643480622436186,25.0566
3.6656929412984924,25.0566
2.430545560160049,25.0566
2.618278459218485,25.0566
3.509318641851653,25.0566
4.206267686437479,25.0566
0.7418854358897671,25.0566
2.3170909542038896,25.0566
4.9546145692670525,25.0566
4.954850755561591,25.0566
4.954815873476833,25.0566
13.565418779385949,25.0566
3.1183840206108813,25.0566
