variable,coefficient,type,prefix,width,edge,period
C_node1node14_timber_t0,906.0,B,C,timber,,0
C_node1node14_timber_t1,762.83,B,C,timber,,1
C_node1node14_timber_t2,540.78,B,C,timber,,2
C_node1node14_timber_t3,383.37,B,C,timber,,3
C_node1node14_timber_t4,271.78,B,C,timber,,4
C_node1node14_timber_t5,192.67,B,C,timber,,5
C_node1node14_wide_t0,1359.0,B,C,wide,,0
C_node1node14_wide_t1,1144.24,B,C,wide,,1
C_node1node14_wide_t2,811.17,B,C,wide,,2
C_node1node14_wide_t3,575.06,B,C,wide,,3
C_node1node14_wide_t4,407.67,B,C,wide,,4
C_node1node14_wide_t5,289.0,B,C,wide,,5
C_node1node12_timber_t0,1568.0,B,C,timber,,0
C_node1node12_timber_t1,1320.21,B,C,timber,,1
C_node1node12_timber_t2,935.92,B,C,timber,,2
C_node1node12_timber_t3,663.49,B,C,timber,,3
C_node1node12_timber_t4,470.36,B,C,timber,,4
C_node1node12_timber_t5,333.45,B,C,timber,,5
C_node1node12_wide_t0,2352.0,B,C,wide,,0
C_node1node12_wide_t1,1980.32,B,C,wide,,1
C_node1node12_wide_t2,1403.89,B,C,wide,,2
C_node1node12_wide_t3,995.24,B,C,wide,,3
C_node1node12_wide_t4,705.55,B,C,wide,,4
C_node1node12_wide_t5,500.17,B,C,wide,,5
C_node1node2_timber_t0,4709.0,B,C,timber,,0
C_node1node2_timber_t1,3964.85,B,C,timber,,1
C_node1node2_timber_t2,2810.76,B,C,timber,,2
C_node1node2_timber_t3,1992.6,B,C,timber,,3
C_node1node2_timber_t4,1412.59,B,C,timber,,4
C_node1node2_timber_t5,1001.41,B,C,timber,,5
C_node1node2_wide_t0,7065.0,B,C,wide,,0
C_node1node2_wide_t1,5948.54,B,C,wide,,1
C_node1node2_wide_t2,4217.03,B,C,wide,,2
C_node1node2_wide_t3,2989.53,B,C,wide,,3
C_node1node2_wide_t4,2119.34,B,C,wide,,4
C_node1node2_wide_t5,1502.44,B,C,wide,,5
C_node2node3_timber_t0,207.0,B,C,timber,,0
C_node2node3_timber_t1,174.29,B,C,timber,,1
C_node2node3_timber_t2,123.56,B,C,timber,,2
