variable,value,node_type_info,action,road_type,edge,period
C_node1node440_timber_t1,1.0,node1transit_node440source,C,timber,node1node440,1.0
C_node4node454_timber_t1,1.0,node4transit_node454source,C,timber,node4node454,1.0
C_node4node457_timber_t1,1.0,node4transit_node457source,C,timber,node4node457,1.0
C_node4node478_timber_t1,1.0,node4transit_node478source,C,timber,node4node478,1.0
C_node5node58_timber_t1,1.0,node5transit_node58transit,C,timber,node5node58,1.0
C_node5node105_timber_t1,1.0,node5transit_node105exit,C,timber,node5node105,1.0
C_node5node123_timber_t1,1.0,node5transit_node123transit,C,timber,node5node123,1.0
C_node5node483_timber_t1,1.0,node5transit_node483source,C,timber,node5node483,1.0
C_node7node252_timber_t1,1.0,node7transit_node252transit,C,timber,node7node252,1.0
C_node7node65_timber_t1,1.0,node7transit_node65transit,C,timber,node7node65,1.0
C_node7node398_wide_t1,1.0,node7transit_node398source,C,wide,node7node398,1.0
C_node7node411_timber_t1,1.0,node7transit_node411source,C,timber,node7node411,1.0
C_node8node357_timber_t1,1.0,node8transit_node357exit,C,timber,node8node357,1.0
C_node8node498_timber_t1,1.0,node8transit_node498source,C,timber,node8node498,1.0
C_node8node498_timber_t4,1.0,node8transit_node498source,C,timber,node8node498,4.0
C_node10node127_wide_t1,1.0,node10transit_node127transit,C,wide,node10node127,1.0
C_node10node272_wide_t1,1.0,node10transit_node272transit,C,wide,node10node272,1.0
C_node10node407_timber_t1,1.0,node10transit_node407source,C,timber,node10node407,1.0
C_node10node414_timber_t1,1.0,node10transit_node414source,C,timber,node10node414,1.0
C_node10node414_wide_t3,1.0,node10transit_node414source,C,wide,node10node414,3.0
C_node11node404_timber_t1,1.0,node11transit_node404source,C,timber,node11node404,1.0
C_node11node405_timber_t1,1.0,node11transit_node405source,C,timber,node11node405,1.0
C_node11node407_timber_t1,1.0,node11transit_node407source,C,timber,node11node407,1.0
C_node11node407_timber_t3,1.0,node11transit_node407source,C,timber,node11node407,3.0
C_node14node510_timber_t3,1.0,node14transit_node510source,C,timber,node14node510,3.0
C_node14node510_wide_t1,1.0,node14transit_node510source,C,wide,node14node510,1.0
C_node14node511_timber_t1,1.0,node14transit_node511source,C,timber,node14node511,1.0
C_node15node411_timber_t1,1.0,node15transit_node411source,C,timber,node15node411,1.0
C_node15node411_timber_t4,1.0,node15transit_node411source,C,timber,node15node411,4.0
C_node15node412_timber_t1,1.0,node15transit_node412source,C,timber,node15node412,1.0
C_node15node413_timber_t1,1.0,node15transit_node413source,C,timber,node15node413,1.0
C_node17node450_timber_t1,1.0,node17transit_node450source,C,timber,node17node450,1.0
C_node17node452_timber_t1,1.0,node17transit_node452source,C,timber,node17node452,1.0
C_node17node454_timber_t1,1.0,node17transit_node454source,C,timber,node17node454,1.0
C_node18node171_timber_t1,1.0,node18transit_node171transit,C,timber,node18node171,1.0
C_node18node225_timber_t2,1.0,node18transit_node225transit,C,timber,node18node225,2.0
C_node18node436_timber_t1,1.0,node18transit_node436source,C,timber,node18node436,1.0
C_node20node48_timber_t1,1.0,node20transit_node48transit,C,timber,node20node48,1.0
C_node20node423_timber_t1,1.0,node20transit_node423source,C,timber,node20node423,1.0
C_node20node424_timber_t1,1.0,node20transit_node424source,C,timber,node20node424,1.0
C_node21node314_timber_t1,1.0,node21transit_node314exit,C,timber,node21node314,1.0
C_node21node149_timber_t1,1.0,node21transit_node149transit,C,timber,node21node149,1.0
C_node21node449_timber_t1,1.0,node21transit_node449source,C,timber,node21node449,1.0
C_node22node427_timber_t1,1.0,node22transit_node427source,C,timber,node22node427,1.0
C_node22node458_timber_t1,1.0,node22transit_node458source,C,timber,node22node458,1.0
C_node22node517_timber_t1,1.0,node22transit_node517source,C,timber,node22node517,1.0
C_node24node455_timber_t2,1.0,node24transit_node455source,C,timber,node24node455,2.0
C_node24node461_timber_t2,1.0,node24transit_node461source,C,timber,node24node461,2.0
C_node25node78_timber_t3,1.0,node25transit_node78exit,C,timber,node25node78,3.0
C_node25node118_timber_t3,1.0,node25transit_node118transit,C,timber,node25node118,3.0
C_node26node242_timber_t1,1.0,node26exit_node242transit,C,timber,node26node242,1.0
C_node27node54_timber_t2,1.0,node27transit_node54transit,C,timber,node27node54,2.0
C_node27node399_timber_t1,1.0,node27transit_node399source,C,timber,node27node399,1.0
C_node27node401_wide_t1,1.0,node27transit_node401source,C,wide,node27node401,1.0
C_node27node402_timber_t1,1.0,node27transit_node402source,C,timber,node27node402,1.0
C_node29node95_timber_t1,1.0,node29exit_node95transit,C,timber,node29node95,1.0
C_node30node186_timber_t1,1.0,node30transit_node186transit,C,timber,node30node186,1.0
C_node30node449_timber_t1,1.0,node30transit_node449source,C,timber,node30node449,1.0
C_node30node453_timber_t1,1.0,node30transit_node453source,C,timber,node30node453,1.0
C_node30node454_timber_t1,1.0,node30transit_node454source,C,timber,node30node454,1.0
C_node32node506_timber_t1,1.0,node32exit_node506source,C,timber,node32node506,1.0
C_node34node482_timber_t1,1.0,node34transit_node482source,C,timber,node34node482,1.0
C_node38node440_timber_t1,1.0,node38transit_node440source,C,timber,node38node440,1.0
C_node42node410_timber_t1,1.0,node42transit_node410source,C,timber,node42node410,1.0
C_node42node498_timber_t1,1.0,node42transit_node498source,C,timber,node42node498,1.0
C_node43node506_timber_t1,1.0,node43transit_node506source,C,timber,node43node506,1.0
C_node43node506_timber_t3,1.0,node43transit_node506source,C,timber,node43node506,3.0
C_node43node511_timber_t1,1.0,node43transit_node511source,C,timber,node43node511,1.0
C_node44node123_timber_t1,1.0,node44transit_node123transit,C,timber,node44node123,1.0
C_node44node109_timber_t1,1.0,node44transit_node109transit,C,timber,node44node109,1.0
C_node44node480_wide_t1,1.0,node44transit_node480source,C,wide,node44node480,1.0
C_node44node482_timber_t1,1.0,node44transit_node482source,C,timber,node44node482,1.0
C_node44node483_timber_t1,1.0,node44transit_node483source,C,timber,node44node483,1.0
C_node48node385_timber_t1,1.0,node48transit_node385exit,C,timber,node48node385,1.0
C_node48node424_timber_t1,1.0,node48transit_node424source,C,timber,node48node424,1.0
C_node48node517_timber_t1,1.0,node48transit_node517source,C,timber,node48node517,1.0
C_node51node184_timber_t1,1.0,node51transit_node184transit,C,timber,node51node184,1.0
C_node51node490_timber_t1,1.0,node51transit_node490source,C,timber,node51node490,1.0
C_node51node491_timber_t1,1.0,node51transit_node491source,C,timber,node51node491,1.0
C_node53node408_timber_t1,1.0,node53transit_node408source,C,timber,node53node408,1.0
C_node53node409_timber_t1,1.0,node53transit_node409source,C,timber,node53node409,1.0
C_node54node304_timber_t1,1.0,node54transit_node304transit,C,timber,node54node304,1.0
C_node54node288_wide_t1,1.0,node54transit_node288transit,C,wide,node54node288,1.0
C_node54node401_wide_t1,1.0,node54transit_node401source,C,wide,node54node401,1.0
C_node54node402_timber_t1,1.0,node54transit_node402source,C,timber,node54node402,1.0
C_node54node402_timber_t3,1.0,node54transit_node402source,C,timber,node54node402,3.0
C_node54node403_timber_t1,1.0,node54transit_node403source,C,timber,node54node403,1.0
