arc,type
node25node64,source_in_transit_out
node36node64,source_in_transit_out
node7node64,source_in_transit_out
node43node65,exit_out_source_in
node44node65,exit_out_source_in
node34node65,exit_out_source_in
node29node65,source_in_transit_out
node13node65,exit_out_source_in
node17node66,exit_out_source_in
node36node66,source_in_transit_out
node9node66,exit_out_source_in
node46node66,exit_out_source_in
node41node66,exit_out_source_in
node15node66,source_in_transit_out
node45node66,exit_out_source_in
node32node66,source_in_transit_out
node25node66,source_in_transit_out
node4node66,source_in_transit_out
node29node66,source_in_transit_out
node5node66,exit_out_source_in
node20node67,source_in_transit_out
node38node67,source_in_transit_out
node33node67,source_in_transit_out
node20node68,source_in_transit_out
node48node68,exit_out_source_in
node33node68,source_in_transit_out
node31node68,source_in_transit_out
node40node68,source_in_transit_out
node47node68,exit_out_source_in
node1node68,exit_out_source_in
node42node68,exit_out_source_in
node28node68,exit_out_source_in
node19node68,exit_out_source_in
node20node69,source_in_transit_out
node49node69,exit_out_source_in
node2node69,source_in_transit_out
node39node69,source_in_transit_out
node38node69,source_in_transit_out
node50node69,exit_out_source_in
node40node69,source_in_transit_out
node26node69,source_in_transit_out
node8node70,source_in_transit_out
node2node70,source_in_transit_out
node21node70,exit_out_source_in
node51node70,exit_out_source_in
node10node70,source_in_transit_out
node50node70,exit_out_source_in
node52node70,exit_out_source_in
node54node70,exit_out_source_in
node53node70,exit_out_source_in
node39node70,source_in_transit_out
node42node71,exit_out_source_in
node8node71,source_in_transit_out
node49node71,exit_out_source_in
node40node71,source_in_transit_out
node19node71,exit_out_source_in
node2node71,source_in_transit_out
node37node71,source_in_transit_out
node48node71,exit_out_source_in
node31node71,source_in_transit_out
node33node72,source_in_transit_out
node28node72,exit_out_source_in
node15node72,source_in_transit_out
node36node72,source_in_transit_out
node1node72,exit_out_source_in
node26node72,source_in_transit_out
node37node72,source_in_transit_out
node16node72,source_in_transit_out
node38node72,source_in_transit_out
node14node72,source_in_transit_out
node35node72,source_in_transit_out
node7node72,source_in_transit_out
node6node72,source_in_transit_out
node47node72,exit_out_source_in
node31node72,source_in_transit_out
node55node72,exit_out_source_in
node26node73,source_in_transit_out
node32node73,source_in_transit_out
node10node73,source_in_transit_out
node57node73,exit_out_source_in
