Node1,Node2,edgelength,slope,Build5m,Maintain5m,Build10m,Maintain10m,Upgrade
"(-15849.4107, 144998.8718)","(-15875.0748, 145054.4541)",69.038,26.6,518789.33,185281.9,778184.0,389092.0,185281.9
"(-15849.4107, 144998.8718)","(-15743.6186, 144824.5157)",100.103,26.6,752222.15,268650.77,1128333.22,564166.61,268650.77
"(-14295.0346, 144660.4065)","(-14293.7117, 144641.8856)",65.255,21.3,315230.85,122574.94,472846.28,236423.14,122574.94
"(-14295.0346, 144660.4065)","(-14300.1792, 144684.7358)",60.267,21.3,291135.99,113205.85,436703.99,218351.99,113205.85
"(-13857.902, 145482.7554)","(-13901.7066, 145451.0326)",61.861,36.5,464852.26,166018.67,697278.39,348639.2,166018.67
"(-13857.902, 145482.7554)","(-13854.5399, 145532.9149)",97.924,36.5,735847.86,262802.81,1103771.78,551885.89,262802.81
"(-13784.1085, 146314.1284)","(-13816.0853, 146267.7428)",59.5,17.1,287428.78,111764.33,431143.17,215571.59,111764.33
"(-13784.1085, 146314.1284)","(-13771.3795, 146374.6099)",64.824,17.1,313147.61,121764.89,469721.41,234860.71,121764.89
"(-15292.8237, 145882.5389)","(-15245.5376, 145986.6579)",54.858,19.8,265005.69,103045.3,397508.54,198754.27,103045.3
"(-15292.8237, 145882.5389)","(-15232.5263, 145844.7059)",107.637,21.5,519970.33,202186.22,779955.5,389977.75,202186.22
"(-14114.3551, 146385.8468)","(-14075.9576, 146418.497)",50.014,18.4,241607.3,93947.02,362410.95,181205.47,93947.02
"(-14114.3551, 146385.8468)","(-14252.5577, 146429.076)",95.329,18.4,460513.03,179066.73,690769.55,345384.77,179066.73
"(-13870.7893, 144102.4101)","(-13827.512, 144136.3059)",56.248,26.3,422678.91,150956.76,634018.37,317009.19,150956.76
"(-13870.7893, 144102.4101)","(-13807.4871, 144065.9095)",51.522,26.3,387165.49,138273.39,580748.24,290374.12,138273.39
"(-14788.2223, 146386.4958)","(-14790.0579, 146378.7783)",52.868,13.8,255391.52,99306.91,383087.28,191543.64,99306.91
"(-14788.2223, 146386.4958)","(-14778.634, 146426.8089)",55.823,13.8,269666.15,104857.48,404499.22,202249.61,104857.48
"(-15021.2842, 146050.1279)","(-15023.3473, 146111.9012)",31.511,28.8,236788.5,84567.32,355182.75,177591.38,84567.32
"(-15021.2842, 146050.1279)","(-14999.2972, 146002.1267)",67.946,28.8,510582.27,182350.81,765873.41,382936.7,182350.81
"(-13718.1866, 146080.9309)","(-13765.3438, 146135.5115)",116.265,18.1,561648.3,218392.35,842472.45,421236.22,218392.35
"(-13718.1866, 146080.9309)","(-13697.1306, 146010.3759)",55.543,18.1,268312.42,104331.09,402468.63,201234.31,104331.09
"(-15612.7264, 144218.1592)","(-15557.8562, 144223.7278)",66.694,23.2,322182.42,125278.0,483273.63,241636.82,125278.0
"(-15612.7264, 144218.1592)","(-15669.1709, 144225.83)",98.425,23.2,475468.13,184881.9,713202.19,356601.09,184881.9
"(-14752.3229, 146834.6182)","(-14752.8349, 146834.4285)",62.026,31.6,466092.18,166461.49,699138.27,349569.13,166461.49
"(-14752.3229, 146834.6182)","(-14711.0478, 146782.2305)",70.871,31.6,532561.37,190200.49,798842.05,399421.03,190200.49
"(-14272.751, 144761.8898)","(-14279.7924, 144739.508)",51.195,22.8,247312.04,96165.27,370968.07,185484.03,96165.27
"(-14272.751, 144761.8898)","(-14258.728, 144745.4856)",69.919,22.8,337763.41,131336.54,506645.12,253322.56,131336.54
"(-15131.0353, 147400.7821)","(-15115.3184, 147352.4936)",59.125,23.4,285617.84,111060.17,428426.77,214213.38,111060.17
"(-15131.0353, 147400.7821)","(-15008.1325, 147434.5269)",92.0,21.6,444429.99,172812.97,666644.99,333322.49,172812.97
"(-13879.2925, 145200.5509)","(-14001.8539, 145176.5454)",102.121,20.2,493319.96,191823.44,739979.94,369989.97,191823.44
"(-13879.2925, 145200.5509)","(-13733.2585, 145173.6386)",97.919,16.2,473024.27,183931.62,709536.41,354768.2,183931.62
"(-13296.8333, 144355.9009)","(-13268.9773, 144455.7431)",98.951,24.1,478009.34,185870.03,717014.01,358507.01,185870.03
"(-13296.8333, 144355.9009)","(-13362.3802, 144201.136)",158.201,25.8,1116991.67,403022.78,1675487.51,837743.76,403022.78
"(-14078.3915, 143855.0249)","(-14157.8088, 143822.8393)",49.745,14.9,240305.47,93440.82,360458.2,180229.1,93440.82
"(-14078.3915, 143855.0249)","(-14024.5823, 143831.2854)",71.926,14.9,347455.09,135105.07,521182.64,260591.32,135105.07
"(-14233.1328, 145987.8687)","(-14301.3706, 145979.5811)",54.085,16.6,261271.07,101593.12,391906.61,195953.3,101593.12
"(-14233.1328, 145987.8687)","(-14162.9428, 146054.3364)",71.816,16.6,346925.92,134899.31,520388.88,260194.44,134899.31
