variable,value,node_type_info,action,road_type,edge,period
C_node1node12_timber_t0,0.0,node1exit_node12exit,C,timber,node1node12,0.0
C_node1node12_timber_t1,0.0,node1exit_node12exit,C,timber,node1node12,1.0
C_node1node12_timber_t2,0.0,node1exit_node12exit,C,timber,node1node12,2.0
C_node1node12_timber_t3,0.0,node1exit_node12exit,C,timber,node1node12,3.0
C_node1node12_timber_t4,0.0,node1exit_node12exit,C,timber,node1node12,4.0
C_node1node12_timber_t5,0.0,node1exit_node12exit,C,timber,node1node12,5.0
C_node1node12_wide_t0,0.0,node1exit_node12exit,C,wide,node1node12,0.0
C_node1node12_wide_t1,0.0,node1exit_node12exit,C,wide,node1node12,1.0
C_node1node12_wide_t2,0.0,node1exit_node12exit,C,wide,node1node12,2.0
C_node1node12_wide_t3,0.0,node1exit_node12exit,C,wide,node1node12,3.0
C_node1node12_wide_t4,0.0,node1exit_node12exit,C,wide,node1node12,4.0
C_node1node12_wide_t5,0.0,node1exit_node12exit,C,wide,node1node12,5.0
C_node1node30_timber_t0,0.0,node1exit_node30exit,C,timber,node1node30,0.0
C_node1node30_timber_t1,0.0,node1exit_node30exit,C,timber,node1node30,1.0
C_node1node30_timber_t2,0.0,node1exit_node30exit,C,timber,node1node30,2.0
C_node1node30_timber_t3,0.0,node1exit_node30exit,C,timber,node1node30,3.0
C_node1node30_timber_t4,0.0,node1exit_node30exit,C,timber,node1node30,4.0
C_node1node30_timber_t5,0.0,node1exit_node30exit,C,timber,node1node30,5.0
C_node1node30_wide_t0,0.0,node1exit_node30exit,C,wide,node1node30,0.0
C_node1node30_wide_t1,0.0,node1exit_node30exit,C,wide,node1node30,1.0
C_node1node30_wide_t2,0.0,node1exit_node30exit,C,wide,node1node30,2.0
C_node1node30_wide_t3,0.0,node1exit_node30exit,C,wide,node1node30,3.0
C_node1node30_wide_t4,0.0,node1exit_node30exit,C,wide,node1node30,4.0
C_node1node30_wide_t5,0.0,node1exit_node30exit,C,wide,node1node30,5.0
C_node1node77_timber_t0,0.0,node1exit_node77source,C,timber,node1node77,0.0
C_node1node77_timber_t1,0.0,node1exit_node77source,C,timber,node1node77,1.0
C_node1node77_timber_t2,0.0,node1exit_node77source,C,timber,node1node77,2.0
C_node1node77_timber_t3,0.0,node1exit_node77source,C,timber,node1node77,3.0
C_node1node77_timber_t4,0.0,node1exit_node77source,C,timber,node1node77,4.0
C_node1node77_timber_t5,0.0,node1exit_node77source,C,timber,node1node77,5.0
C_node1node77_wide_t0,0.0,node1exit_node77source,C,wide,node1node77,0.0
C_node1node77_wide_t1,0.0,node1exit_node77source,C,wide,node1node77,1.0
C_node1node77_wide_t2,0.0,node1exit_node77source,C,wide,node1node77,2.0
C_node1node77_wide_t3,0.0,node1exit_node77source,C,wide,node1node77,3.0
C_node1node77_wide_t4,0.0,node1exit_node77source,C,wide,node1node77,4.0
C_node1node77_wide_t5,0.0,node1exit_node77source,C,wide,node1node77,5.0
C_node2node55_timber_t0,0.0,node2transit_node55exit,C,timber,node2node55,0.0
C_node2node55_timber_t1,0.0,node2transit_node55exit,C,timber,node2node55,1.0
C_node2node55_timber_t2,0.0,node2transit_node55exit,C,timber,node2node55,2.0
C_node2node55_timber_t3,0.0,node2transit_node55exit,C,timber,node2node55,3.0
C_node2node55_timber_t4,0.0,node2transit_node55exit,C,timber,node2node55,4.0
C_node2node55_timber_t5,0.0,node2transit_node55exit,C,timber,node2node55,5.0
C_node2node55_wide_t0,0.0,node2transit_node55exit,C,wide,node2node55,0.0
C_node2node55_wide_t1,0.0,node2transit_node55exit,C,wide,node2node55,1.0
C_node2node55_wide_t2,0.0,node2transit_node55exit,C,wide,node2node55,2.0
C_node2node55_wide_t3,0.0,node2transit_node55exit,C,wide,node2node55,3.0
C_node2node55_wide_t4,0.0,node2transit_node55exit,C,wide,node2node55,4.0
C_node2node55_wide_t5,0.0,node2transit_node55exit,C,wide,node2node55,5.0
C_node2node59_timber_t0,0.0,node2transit_node59exit,C,timber,node2node59,0.0
C_node2node59_timber_t1,0.0,node2transit_node59exit,C,timber,node2node59,1.0
C_node2node59_timber_t2,0.0,node2transit_node59exit,C,timber,node2node59,2.0
C_node2node59_timber_t3,0.0,node2transit_node59exit,C,timber,node2node59,3.0
C_node2node59_timber_t4,0.0,node2transit_node59exit,C,timber,node2node59,4.0
C_node2node59_timber_t5,0.0,node2transit_node59exit,C,timber,node2node59,5.0
C_node2node59_wide_t0,0.0,node2transit_node59exit,C,wide,node2node59,0.0
C_node2node59_wide_t1,0.0,node2transit_node59exit,C,wide,node2node59,1.0
C_node2node59_wide_t2,0.0,node2transit_node59exit,C,wide,node2node59,2.0
C_node2node59_wide_t3,0.0,node2transit_node59exit,C,wide,node2node59,3.0
C_node2node59_wide_t4,0.0,node2transit_node59exit,C,wide,node2node59,4.0
C_node2node59_wide_t5,0.0,node2transit_node59exit,C,wide,node2node59,5.0
C_node2node38_timber_t0,0.0,node2transit_node38exit,C,timber,node2node38,0.0
C_node2node38_timber_t1,0.0,node2transit_node38exit,C,timber,node2node38,1.0
C_node2node38_timber_t2,0.0,node2transit_node38exit,C,timber,node2node38,2.0
C_node2node38_timber_t3,0.0,node2transit_node38exit,C,timber,node2node38,3.0
C_node2node38_timber_t4,0.0,node2transit_node38exit,C,timber,node2node38,4.0
C_node2node38_timber_t5,0.0,node2transit_node38exit,C,timber,node2node38,5.0
C_node2node38_wide_t0,0.0,node2transit_node38exit,C,wide,node2node38,0.0
C_node2node38_wide_t1,0.0,node2transit_node38exit,C,wide,node2node38,1.0
C_node2node38_wide_t2,0.0,node2transit_node38exit,C,wide,node2node38,2.0
C_node2node38_wide_t3,0.0,node2transit_node38exit,C,wide,node2node38,3.0
C_node2node38_wide_t4,0.0,node2transit_node38exit,C,wide,node2node38,4.0
C_node2node38_wide_t5,0.0,node2transit_node38exit,C,wide,node2node38,5.0
C_node2node71_timber_t0,0.0,node2transit_node71source,C,timber,node2node71,0.0
C_node2node71_timber_t1,0.0,node2transit_node71source,C,timber,node2node71,1.0
C_node2node71_timber_t2,0.0,node2transit_node71source,C,timber,node2node71,2.0
C_node2node71_timber_t3,0.0,node2transit_node71source,C,timber,node2node71,3.0
C_node2node71_timber_t4,0.0,node2transit_node71source,C,timber,node2node71,4.0
C_node2node71_timber_t5,0.0,node2transit_node71source,C,timber,node2node71,5.0
C_node2node71_wide_t0,0.0,node2transit_node71source,C,wide,node2node71,0.0
C_node2node71_wide_t1,0.0,node2transit_node71source,C,wide,node2node71,1.0
C_node2node71_wide_t2,0.0,node2transit_node71source,C,wide,node2node71,2.0
C_node2node71_wide_t3,0.0,node2transit_node71source,C,wide,node2node71,3.0
C_node2node71_wide_t4,0.0,node2transit_node71source,C,wide,node2node71,4.0
C_node2node71_wide_t5,0.0,node2transit_node71source,C,wide,node2node71,5.0
C_node2node76_timber_t0,0.0,node2transit_node76source,C,timber,node2node76,0.0
C_node2node76_timber_t1,0.0,node2transit_node76source,C,timber,node2node76,1.0
C_node2node76_timber_t2,0.0,node2transit_node76source,C,timber,node2node76,2.0
C_node2node76_timber_t3,0.0,node2transit_node76source,C,timber,node2node76,3.0
C_node2node76_timber_t4,0.0,node2transit_node76source,C,timber,node2node76,4.0
C_node2node76_timber_t5,0.0,node2transit_node76source,C,timber,node2node76,5.0
C_node2node76_wide_t0,0.0,node2transit_node76source,C,wide,node2node76,0.0
C_node2node76_wide_t1,0.0,node2transit_node76source,C,wide,node2node76,1.0
C_node2node76_wide_t2,0.0,node2transit_node76source,C,wide,node2node76,2.0
C_node2node76_wide_t3,0.0,node2transit_node76source,C,wide,node2node76,3.0
C_node2node76_wide_t4,0.0,node2transit_node76source,C,wide,node2node76,4.0
C_node2node76_wide_t5,0.0,node2transit_node76source,C,wide,node2node76,5.0
C_node3node61_timber_t0,0.0,node3exit_node61exit,C,timber,node3node61,0.0
C_node3node61_timber_t1,0.0,node3exit_node61exit,C,timber,node3node61,1.0
C_node3node61_timber_t2,0.0,node3exit_node61exit,C,timber,node3node61,2.0
C_node3node61_timber_t3,0.0,node3exit_node61exit,C,timber,node3node61,3.0
C_node3node61_timber_t4,0.0,node3exit_node61exit,C,timber,node3node61,4.0
C_node3node61_timber_t5,0.0,node3exit_node61exit,C,timber,node3node61,5.0
C_node3node61_wide_t0,0.0,node3exit_node61exit,C,wide,node3node61,0.0
C_node3node61_wide_t1,0.0,node3exit_node61exit,C,wide,node3node61,1.0
C_node3node61_wide_t2,0.0,node3exit_node61exit,C,wide,node3node61,2.0
C_node3node61_wide_t3,0.0,node3exit_node61exit,C,wide,node3node61,3.0
C_node3node61_wide_t4,0.0,node3exit_node61exit,C,wide,node3node61,4.0
C_node3node61_wide_t5,0.0,node3exit_node61exit,C,wide,node3node61,5.0
