variable,value,node_type_info,action,road_type,edge,period
C_node1node34_timber_t0,0.0,node1exit_node34transit,C,timber,node1node34,0.0
C_node1node34_timber_t1,0.0,node1exit_node34transit,C,timber,node1node34,1.0
C_node1node34_timber_t2,0.0,node1exit_node34transit,C,timber,node1node34,2.0
C_node1node34_timber_t3,0.0,node1exit_node34transit,C,timber,node1node34,3.0
C_node1node34_timber_t4,0.0,node1exit_node34transit,C,timber,node1node34,4.0
C_node1node34_timber_t5,0.0,node1exit_node34transit,C,timber,node1node34,5.0
C_node1node34_wide_t0,0.0,node1exit_node34transit,C,wide,node1node34,0.0
C_node1node34_wide_t1,0.0,node1exit_node34transit,C,wide,node1node34,1.0
C_node1node34_wide_t2,0.0,node1exit_node34transit,C,wide,node1node34,2.0
C_node1node34_wide_t3,0.0,node1exit_node34transit,C,wide,node1node34,3.0
C_node1node34_wide_t4,0.0,node1exit_node34transit,C,wide,node1node34,4.0
C_node1node34_wide_t5,0.0,node1exit_node34transit,C,wide,node1node34,5.0
C_node1node25_timber_t0,0.0,node1exit_node25transit,C,timber,node1node25,0.0
C_node1node25_timber_t1,-0.0,node1exit_node25transit,C,timber,node1node25,1.0
C_node1node25_timber_t2,-0.0,node1exit_node25transit,C,timber,node1node25,2.0
C_node1node25_timber_t3,0.0,node1exit_node25transit,C,timber,node1node25,3.0
C_node1node25_timber_t4,0.0,node1exit_node25transit,C,timber,node1node25,4.0
C_node1node25_timber_t5,0.0,node1exit_node25transit,C,timber,node1node25,5.0
C_node1node25_wide_t0,0.0,node1exit_node25transit,C,wide,node1node25,0.0
C_node1node25_wide_t1,-0.0,node1exit_node25transit,C,wide,node1node25,1.0
C_node1node25_wide_t2,-0.0,node1exit_node25transit,C,wide,node1node25,2.0
C_node1node25_wide_t3,-0.0,node1exit_node25transit,C,wide,node1node25,3.0
C_node1node25_wide_t4,0.0,node1exit_node25transit,C,wide,node1node25,4.0
C_node1node25_wide_t5,0.0,node1exit_node25transit,C,wide,node1node25,5.0
C_node2node24_timber_t0,0.0,node2transit_node24transit,C,timber,node2node24,0.0
C_node2node24_timber_t1,0.0,node2transit_node24transit,C,timber,node2node24,1.0
C_node2node24_timber_t2,0.0,node2transit_node24transit,C,timber,node2node24,2.0
