variable,coefficient,type,prefix,width,edge,period
C_node1node3_timber_t0,1389.0,B,C,timber,,0
C_node1node3_timber_t1,1169.5,B,C,timber,,1
C_node1node3_timber_t2,829.08,B,C,timber,,2
C_node1node3_timber_t3,587.75,B,C,timber,,3
C_node1node3_timber_t4,416.67,B,C,timber,,4
C_node1node3_timber_t5,295.38,B,C,timber,,5
C_node1node3_wide_t0,2082.0,B,C,wide,,0
C_node1node3_wide_t1,1752.99,B,C,wide,,1
C_node1node3_wide_t2,1242.73,B,C,wide,,2
C_node1node3_wide_t3,880.99,B,C,wide,,3
C_node1node3_wide_t4,624.55,B,C,wide,,4
C_node1node3_wide_t5,442.76,B,C,wide,,5
C_node1node32_timber_t0,1842.0,B,C,timber,,0
C_node1node32_timber_t1,1550.91,B,C,timber,,1
C_node1node32_timber_t2,1099.47,B,C,timber,,2
C_node1node32_timber_t3,779.44,B,C,timber,,3
C_node1node32_timber_t4,552.56,B,C,timber,,4
C_node1node32_timber_t5,391.72,B,C,timber,,5
C_node1node32_wide_t0,2763.0,B,C,wide,,0
C_node1node32_wide_t1,2326.37,B,C,wide,,1
C_node1node32_wide_t2,1649.21,B,C,wide,,2
C_node1node32_wide_t3,1169.16,B,C,wide,,3
C_node1node32_wide_t4,828.84,B,C,wide,,4
C_node1node32_wide_t5,587.58,B,C,wide,,5
C_node1node29_timber_t0,1375.0,B,C,timber,,0
C_node1node29_timber_t1,1157.71,B,C,timber,,1
C_node1node29_timber_t2,820.72,B,C,timber,,2
C_node1node29_timber_t3,581.83,B,C,timber,,3
C_node1node29_timber_t4,412.47,B,C,timber,,4
C_node1node29_timber_t5,292.41,B,C,timber,,5
C_node1node29_wide_t0,2062.0,B,C,wide,,0
C_node1node29_wide_t1,1736.15,B,C,wide,,1
C_node1node29_wide_t2,1230.79,B,C,wide,,2
C_node1node29_wide_t3,872.53,B,C,wide,,3
C_node1node29_wide_t4,618.55,B,C,wide,,4
C_node1node29_wide_t5,438.5,B,C,wide,,5
C_node2node39_timber_t0,477.0,B,C,timber,,0
C_node2node39_timber_t1,401.62,B,C,timber,,1
C_node2node39_timber_t2,284.72,B,C,timber,,2
C_node2node39_timber_t3,201.84,B,C,timber,,3
C_node2node39_timber_t4,143.09,B,C,timber,,4
C_node2node39_timber_t5,101.44,B,C,timber,,5
C_node2node39_wide_t0,715.0,B,C,wide,,0
C_node2node39_wide_t1,602.01,B,C,wide,,1
C_node2node39_wide_t2,426.78,B,C,wide,,2
C_node2node39_wide_t3,302.55,B,C,wide,,3
C_node2node39_wide_t4,214.48,B,C,wide,,4
C_node2node39_wide_t5,152.05,B,C,wide,,5
C_node2node13_timber_t0,1013.0,B,C,timber,,0
C_node2node13_timber_t1,852.92,B,C,timber,,1
C_node2node13_timber_t2,604.65,B,C,timber,,2
C_node2node13_timber_t3,428.65,B,C,timber,,3
C_node2node13_timber_t4,303.88,B,C,timber,,4
C_node2node13_timber_t5,215.42,B,C,timber,,5
C_node2node13_wide_t0,1519.0,B,C,wide,,0
C_node2node13_wide_t1,1278.96,B,C,wide,,1
C_node2node13_wide_t2,906.68,B,C,wide,,2
C_node2node13_wide_t3,642.76,B,C,wide,,3
C_node2node13_wide_t4,455.66,B,C,wide,,4
C_node2node13_wide_t5,323.03,B,C,wide,,5
C_node2node41_timber_t0,1773.0,B,C,timber,,0
C_node2node41_timber_t1,1492.82,B,C,timber,,1
C_node2node41_timber_t2,1058.29,B,C,timber,,2
C_node2node41_timber_t3,750.24,B,C,timber,,3
C_node2node41_timber_t4,531.86,B,C,timber,,4
C_node2node41_timber_t5,377.04,B,C,timber,,5
C_node2node41_wide_t0,2660.0,B,C,wide,,0
C_node2node41_wide_t1,2239.65,B,C,wide,,1
C_node2node41_wide_t2,1587.73,B,C,wide,,2
C_node2node41_wide_t3,1125.57,B,C,wide,,3
C_node2node41_wide_t4,797.94,B,C,wide,,4
C_node2node41_wide_t5,565.67,B,C,wide,,5
C_node2node53_timber_t0,0.0,B,C,timber,,0
C_node2node53_timber_t1,0.0,B,C,timber,,1
C_node2node53_timber_t2,0.0,B,C,timber,,2
C_node2node53_timber_t3,0.0,B,C,timber,,3
C_node2node53_timber_t4,0.0,B,C,timber,,4
C_node2node53_timber_t5,0.0,B,C,timber,,5
C_node2node53_wide_t0,0.0,B,C,wide,,0
C_node2node53_wide_t1,0.0,B,C,wide,,1
C_node2node53_wide_t2,0.0,B,C,wide,,2
C_node2node53_wide_t3,0.0,B,C,wide,,3
C_node2node53_wide_t4,0.0,B,C,wide,,4
C_node2node53_wide_t5,0.0,B,C,wide,,5
C_node2node54_timber_t0,0.0,B,C,timber,,0
C_node2node54_timber_t1,0.0,B,C,timber,,1
C_node2node54_timber_t2,0.0,B,C,timber,,2
C_node2node54_timber_t3,0.0,B,C,timber,,3
C_node2node54_timber_t4,0.0,B,C,timber,,4
C_node2node54_timber_t5,0.0,B,C,timber,,5
C_node2node54_wide_t0,0.0,B,C,wide,,0
C_node2node54_wide_t1,0.0,B,C,wide,,1
C_node2node54_wide_t2,0.0,B,C,wide,,2
C_node2node54_wide_t3,0.0,B,C,wide,,3
C_node2node54_wide_t4,0.0,B,C,wide,,4
C_node2node54_wide_t5,0.0,B,C,wide,,5
C_node3node34_timber_t0,1133.0,B,C,timber,,0
C_node3node34_timber_t1,953.96,B,C,timber,,1
C_node3node34_timber_t2,676.28,B,C,timber,,2
C_node3node34_timber_t3,479.43,B,C,timber,,3
C_node3node34_timber_t4,339.87,B,C,timber,,4
C_node3node34_timber_t5,240.94,B,C,timber,,5
C_node3node34_wide_t0,1699.0,B,C,wide,,0
C_node3node34_wide_t1,1430.51,B,C,wide,,1
C_node3node34_wide_t2,1014.12,B,C,wide,,2
C_node3node34_wide_t3,718.93,B,C,wide,,3
C_node3node34_wide_t4,509.66,B,C,wide,,4
C_node3node34_wide_t5,361.31,B,C,wide,,5
C_node3node18_timber_t0,3389.0,B,C,timber,,0
C_node3node18_timber_t1,2853.45,B,C,timber,,1
C_node3node18_timber_t2,2022.86,B,C,timber,,2
C_node3node18_timber_t3,1434.05,B,C,timber,,3
C_node3node18_timber_t4,1016.62,B,C,timber,,4
C_node3node18_timber_t5,720.7,B,C,timber,,5
C_node3node18_wide_t0,5084.0,B,C,wide,,0
C_node3node18_wide_t1,4280.59,B,C,wide,,1
C_node3node18_wide_t2,3034.59,B,C,wide,,2
C_node3node18_wide_t3,2151.28,B,C,wide,,3
C_node3node18_wide_t4,1525.08,B,C,wide,,4
C_node3node18_wide_t5,1081.16,B,C,wide,,5
C_node3node56_timber_t0,0.0,B,C,timber,,0
C_node3node56_timber_t1,0.0,B,C,timber,,1
C_node3node56_timber_t2,0.0,B,C,timber,,2
C_node3node56_timber_t3,0.0,B,C,timber,,3
C_node3node56_timber_t4,0.0,B,C,timber,,4
C_node3node56_timber_t5,0.0,B,C,timber,,5
C_node3node56_wide_t0,0.0,B,C,wide,,0
C_node3node56_wide_t1,0.0,B,C,wide,,1
C_node3node56_wide_t2,0.0,B,C,wide,,2
C_node3node56_wide_t3,0.0,B,C,wide,,3
